ID,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
1,-0.03478270253210851,0.21569992478730618,0.6113400473410069,0.4456457857122905,0.3282471104045631,0.6575077006109729,0.6123665647393528,0.45580248217634867,-0.18182530036541183,0.36814575693854323
2,-0.6307014685113557,-0.6007846725627932,-1.090556147199483,0.13959216260386043,-0.7348021581302705,-0.1202538482713365,-1.0968086913819521,-1.1633601452586773,-0.3856949894872294,0.1260119509645734
3,1.7087207318583686,1.0521975573895552,1.0945883056227337,1.1028314445720144,2.390514288821514,1.7996702042468133,1.0966053622412077,1.7429411378025992,0.4873799630009468,2.255637215512525
4,-0.45303973078557774,0.2783087262226961,0.6488293163312104,-0.5922736052366058,1.9564185250815485,-0.3849052271523565,0.658560191190553,1.3768384334488584,0.728095970928255,-0.9184861634282528
5,0.17713912574602003,-1.113784528794431,1.1484353673593035,0.3951246184534014,2.533688232865768,0.24108588444303186,1.154122088401096,-0.06313071923488664,-0.4921217873408057,1.028941864162974
6,-1.4771551407642523,-1.6554045124105043,0.4291394629714246,-1.5504208278154092,0.032159025535076394,-1.6311891999170158,0.42355012834778094,0.10831899382796428,-0.9268667204251794,0.021494480691080897
7,1.1858795447665835,0.40536550689723644,-0.12301219213044941,-0.06902346441664291,-0.11537774225314161,0.5065607209153989,-0.1329835291497938,0.33794366347837435,1.1665511211284525,0.33655530906729053
8,1.9889725385067982,1.1833880756371922,0.7987890608917284,1.3577338093621985,-1.6069824033091533,1.419298313661646,0.7776643509949138,0.9730867413491405,1.7980668762978576,0.4965093433604561
9,1.3509716617909227,1.1787319666745715,1.2204438757088902,1.6323901912501424,-0.5421388063423527,1.0360255945719545,1.2183998585993625,0.3008329004094279,1.2823107241798208,1.0191781862669558
10,-0.9804696252080798,-0.8558207860745419,-2.100166313407188,-0.7116497067281169,-1.1967487459143094,-0.6303664883424428,-2.0974722148152556,0.06962950029399521,-0.7686407406762863,-1.3852163577094567
11,0.10285575084759319,0.5261446284043603,0.8754187285002851,0.47325440213697967,1.7107278682684126,-0.22380102025273987,0.882965236310162,-0.028389696765214894,-0.8203276758564058,0.9226698956228588
12,1.211438858463305,0.7299631623346577,0.8141009815956407,-0.2456760587002161,1.1548769483973902,0.364835019292902,0.8081709755385049,1.0226569182575456,-0.2948083885869074,0.9875932584704074
13,0.6388701046551415,-0.38845151338445455,0.931794661298078,0.1565874212390667,-1.3620101657057102,2.202240515278313,0.9139703727145204,0.9032701793428898,1.4744387225152193,1.8820694369408724
14,-0.2324008451525637,0.6530020871220588,0.6677122396570923,-0.9663479267495657,2.5849437545983975,-0.4105237407754471,0.6723244842319437,0.17898804351083056,-0.9762625459466385,-0.4310365640047208
15,0.49575782799176493,1.9801067924779456,0.5894336589018475,1.6127198962063638,-0.2029067284735067,0.24043088596138956,0.593945484837981,0.7926630286547898,0.36693685575426294,-0.45183365137038134
16,-0.026059923554034095,-0.6899023192249928,0.8003076723760005,-0.689730252295985,0.5490046268502415,-0.9198043735621992,0.8227011307713463,-0.07270271569517657,-1.4600740828569085,0.02011934836788878
17,-1.5375785062899867,-1.4832284958643898,-0.2789657949111933,-1.6104175131574003,-0.7865233206057735,-0.11979384155790097,-0.2871460697377746,-1.0645687362051484,-0.21410436019200246,-1.2827833203803156
18,-0.3075103252532002,-0.3148504828952917,0.4044871567284116,-0.6037658179836061,-0.06422627165837143,-0.21341284204495428,0.4000672086009383,1.0380508281109322,-0.35557221738649974,-1.0162887215720617
19,0.14308417035047916,-0.4446870281804336,0.9196628318278856,-0.6874025907902905,1.6718770242488266,-1.110541884074037,0.9229229751879835,1.637328116918057,-1.3961154299945113,1.6822598214010178
20,-0.7445046805854356,-1.4039163756766786,0.4122043244991565,-1.2145084549816212,-0.7810571223383149,-0.881415252357321,0.3977345932983109,0.1390065878133039,-1.2147660577392791,-1.5505671278292834
21,0.21592472267724905,-2.153426257676701,0.28953334890884197,-0.843320659874691,1.8389278856330074,-1.9743180279059782,0.2952853087166742,1.0267692598630975,-0.8887327920825218,0.620022174498682
22,0.38693603549106736,1.077447928216057,0.31277249011934233,1.3608377920223986,1.2848958667181838,1.9769946397999358,0.31799596552113485,0.6601392186017115,0.6488682577036643,1.7180939764321692
23,1.1625680992452054,1.6167430568042354,1.2912150004649303,0.8920506906375294,1.4689214024777584,0.18380977009586885,1.3061347386334028,0.5803672169101007,0.2470013088527604,1.4770741556642324
24,0.005438682701097363,0.5659880154733143,0.39634217781770875,0.5562003521137201,-1.0753259418507588,0.2761769586530727,0.3941715276134579,-0.5520595459685429,-0.015033478975911153,0.08758313952422672
25,-1.4861748092614921,-0.9943429288675673,-0.07927139642223689,-0.6880655793649633,-0.5526378069437916,-0.31164432247429835,-0.08000322520959947,-1.1497076012763885,-0.24296988495386274,0.03192547283675465
26,-0.44500119493904927,-0.46006963464266465,0.1900368724174042,-0.9110196798939848,-0.30893059930553757,0.14422769733898197,0.18720337361702363,-1.3361451575925982,0.05226762493794083,-1.6954709927676008
27,0.8177926714753521,0.5041357638634585,-0.1204154637226443,1.5509032953952502,-1.3324352316376598,0.2634953448662753,-0.1202562422186047,0.4031888314768747,0.6144824800527565,-0.9690700676507115
28,-0.01877667336438265,-0.5803661512162952,-0.2636600908748436,-0.8163464399145021,-1.1500101849235769,-0.519594801370977,-0.28073428678810763,-1.2441959956795208,0.7112426907572138,0.5391755302057595
29,-0.8710380517633427,-1.499197379459627,-0.14397240929919136,-0.5999527681826886,-0.4390600742082117,-0.7779752052417231,-0.14928972497423898,-1.0579411940123284,-0.5376297599307814,0.24199601435537252
30,-0.15725881593404117,0.1356728971811111,-0.8010654134831494,-0.8840014624455971,-1.6571794901011925,0.11990227721329613,-0.8106088009508009,-0.8432603705287277,-0.03063985624134155,-1.6733684137577967
31,-1.1296980605531468,-0.3303605014121398,0.16225474889441457,-0.5384135544716961,1.0773880090563521,-0.8930905976859643,0.17374136476245333,-0.07102650769518158,-1.4025700854148522,0.29103815790384047
32,-1.2949660273096701,-0.36090909833250895,0.00864516435447375,-1.065440125171246,0.3874443063532068,-1.5230370240574551,0.011015554223733263,-0.31826974032338673,-0.7077077227005496,0.27311378127291175
33,0.6953749911076113,0.5395240300999276,-0.5934399467041602,0.4975207534677358,0.12282243595323429,-0.3867023691429842,-0.5956873690248129,-0.027550638070815335,0.3538449774954511,-0.27036095083623213
34,0.6600407236987178,1.1245422853556586,0.214141116214959,-0.012693086569124903,-0.9826899810070084,0.08680944773167863,0.19951806127661523,1.2751010918739167,-0.2554853599866659,-0.7726817715761205
35,-0.777576270321299,-1.2752334039266815,-0.18519023710411836,-0.9115587080734654,0.10557941267067546,-0.3733787572244248,-0.18341278687560153,-1.352373519578012,-2.356747313069886,0.16463225573128218
36,1.9340956259688877,0.29484243425753665,0.503262462411838,0.6053720822160481,0.8212615987407103,0.6037406351992458,0.4992680780091764,1.4891298035764957,-0.41417511109852945,0.5293231145028588
37,0.07980224775533809,-0.24953006410879203,-0.7212136311517499,-0.004653599041928179,-1.264848080563541,0.22720205440229574,-0.7198951428959643,-0.15149619855372415,1.549142624847123,-0.2961704596802629
38,0.13113929063439672,0.8192492987455348,0.36245904744617113,1.5010666026233048,0.3144881902867669,0.774647163499295,0.37093778864122645,0.05071546901130066,1.0815128111101107,-1.0605352423976773
39,-2.0796266564848844,-1.4885557607511608,-0.23137448210375336,-1.4063652104031759,0.19694154169896402,-0.041312546505035797,-0.22514767158643784,-1.613620904480249,-0.7897220022990056,0.08154829730586444
40,0.20126122666733337,0.6473245327564536,0.6378175000392484,-0.9806345248251146,-0.23730738278703342,0.13866912623252525,0.6290155231289057,-0.21837850835189992,0.6205481493697603,-0.36150908737463344
41,1.882949122016825,1.4154842914243064,1.482156255919713,1.4813401848818153,2.1180758174221506,2.3654456073052987,1.4945991862118917,1.473710472601574,1.5501951742978044,1.9708246967194927
42,2.1695351461558112,0.523494261503848,1.227007099488383,0.8536663784206857,-1.218067837304969,0.6558203661469205,1.2012968507147348,1.2279995749454673,1.4990284382382555,2.163720438146376
43,-1.6483166789502028,-0.11933642330828358,-0.9756866399426944,-1.25555968555319,-0.5233112406496494,-0.48897096102123017,-0.9743179444029963,-1.9516774282762324,-1.0960512867428494,-1.3601341092383548
